StudyId,Title,Authors,PublicationName,AlternateName,Abstract,Url,AuthorAddress,Year,Doi,ReferenceType,Keywords,PdfRelativePath,CustomId,DateTimeCreated,SystematicSearchId,SystematicSearchName,Reconciled,InvestigatorId,InvestigatorName,ScreeningDecision,ScreeningStatus
bd0a7fbf-c682-4bed-a06d-f41925331fbb,In vivo multi-parametric manganese-enhanced MRI for detecting amyloid plaques in rodent models of Alzheimer's disease,"Kim E.Di Censo D.Baraldo M.Simmons C.Rosa I.Randall K.Ballard C.Dickie B. R.Williams S. C. R.Killick R.Cash D ",Sci Rep,Sci Rep,Amyloid plaques are a hallmark of Alzheimer's disease (AD) that develop in its earliest stages. Thus non-invasive detection of these plaques would be invaluable for diagnosis and the development and monitoring of treatments but this remains a challenge due to their small size. Here we investigated the utility of manganese-enhanced MRI (MEMRI) for visualizing plaques in transgenic rodent models of AD across two species: 5xFAD mice and TgF344-AD rats. Animals were given subcutaneous injections of MnCl(2) and imaged in vivo using a 9.4 T Bruker scanner. MnCl(2) improved signal-to-noise ratio but was not necessary to detect plaques in high-resolution images. Plaques were visible in all transgenic animals and no wild-types and quantitative susceptibility mapping showed that they were more paramagnetic than the surrounding tissue. This combined with beta-amyloid and iron staining indicate that plaque MR visibility in both animal models was driven by plaque size and iron load. Longitudinal relaxation rate mapping revealed increased manganese uptake in brain regions of high plaque burden in transgenic animals compared to their wild-type littermates. This was limited to the rhinencephalon in the TgF344-AD rats while it was most significantly increased in the cortex of the 5xFAD mice. Alizarin Red staining suggests that manganese bound to plaques in 5xFAD mice but not in TgF344-AD rats. Multi-parametric MEMRI is a simple viable method for detecting amyloid plaques in rodent models of AD. Manganese-induced signal enhancement can enable higher-resolution imaging which is key to visualizing these small amyloid deposits. We also present the first in vivo evidence of manganese as a potential targeted contrast agent for imaging plaques in the 5xFAD model of AD.,NA,"BRAIN Centre (Biomarker Research and Imaging for Neuroscience) Department of Neuroimaging King's College London The James Black Centre 125 Coldharbour Lane London SE5 9NU UK. eugene.kim@kcl.ac.uk.
Department of Life Health and Environmental Sciences University of L'Aquila Piazzale Salvatore Tommasi 1 67100 L'Aquila Italy.
Department of Old Age Psychiatry Institute of Psychiatry Psychology & Neuroscience King's College London 16 De Crespigny Park London SE5 8AF UK.
BRAIN Centre (Biomarker Research and Imaging for Neuroscience) Department of Neuroimaging King's College London The James Black Centre 125 Coldharbour Lane London SE5 9NU UK.
The University of Exeter Medical School Medical School Building St. Luke's Campus Magdalen Road Exeter EX1 2LU UK.
Division of Neuroscience and Experimental Psychology Faculty of Biology Medicine and Health Geoffrey Jefferson Brain Research Centre Manchester Academic Health Science Centre The University of Manchester Stopford Building 99 Oxford Road Manchester M13 9PG UK.
Department of Neuroimaging Centre for Neuroimaging Sciences King's College London De Crespigny Park London SE5 8AF UK.",2021,10.1038/s41598-021-91899-5,,,,pubmed-34127752,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,False,00374321-95a7-4a2a-a12c-af4c0f9e599b,Laurel Renton,Excluded,Excluded
43841226-54b1-4b85-99d2-e6efff3ba6ad,Imbalance of Microglial TLR4/TREM2 in LPS-Treated APP/PS1 Transgenic Mice: A Potential Link Between Alzheimer's Disease and Systemic Inflammation,"Zhou J.Yu W.Zhang M.Tian X.Li Y.Lü Y ",Neurochem Res,Neurochem Res,Clinically superimposed systemic inflammation generally has significant deleterious effects on the Alzheimer's disease (AD) progression. However the related molecular mechanisms remain poorly understood. Microglial toll-like receptor 4 (TLR4) and triggering receptor expressed on myeloid cells 2 (TREM2) are two key regulators of inflammation that may play an essential role in this complex pathophysiological process. In this study intraperitoneal injection of lipopolysaccharide (LPS) into APP/PS1 transgenic AD model was used to mimic systemic inflammation in the development of AD. Initial results from the cortex showed that compared with wild-type mice APP/PS1 mice exhibited elevated gene and protein expression levels of both TLR4 and TREM2 with different degree. Interestingly after LPS treatment TLR4 expression was persistently up-regulated while TREM2 expression was significantly down-regulated in APP/PS1 mice suggesting that the negative regulatory effect of TREM2 on inflammation might be suppressed by LPS-induced hyperactive TLR4. This imbalance of TLR4/TREM2 contributed to microglial over-activation followed by increased neuronal apoptosis in the cortex of APP/PS1 mice; these changes did not alter the expression level of Aβ(1-42). Similar alterations were observed in our in vitro experiment with β-amyloid(1-42) (Aβ(1-42))-treated N9 microglia. Further Morris water maze (MWM) testing data indicated that LPS administration acutely aggravated cognitive impairment in APP/PS1 mice suggesting that the addition of systemic inflammation can potentially accelerate the progression of AD. Collectively we conclude that an imbalance of TLR4/TREM2 may be a potential link between AD and systemic inflammation. TREM2 can serve as a potential therapeutic target for treating systemic inflammation in AD progression.,NA,"Department of Geriatrics The First Affiliated Hospital of Chongqing Medical University 1 Youyi Road Yuzhong District Chongqing 400016 China.
Institute of Neuroscience Chongqing Medical University Chongqing 400016 China.
Department of Neurology The First Affiliated Hospital of Chongqing Medical University Chongqing 400016 China.
Department of Pathology Chongqing Medical University Chongqing 400016 China.
Department of Geriatrics The First Affiliated Hospital of Chongqing Medical University 1 Youyi Road Yuzhong District Chongqing 400016 China. lyu_yang@126.com.",2019,10.1007/s11064-019-02748-x,,,,pubmed-30756214,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,False,03cea30e-171a-4e15-b7c1-daf08ddf68d6,Ella Lambert,Excluded,Excluded
e3381533-4d13-4318-9beb-bdf2b124cda6,Neuroprotective Mechanisms of Resveratrol in Alzheimer's Disease: Role of SIRT1,"Gomes B. A. Q.Silva J. P. B.Romeiro C. F. R.Dos Santos S. M.Rodrigues C. A.Gonçalves P. R.Sakai J. T.Mendes P. F. S.Varela E. L. P.Monteiro M. C ",Oxid Med Cell Longev,Oxid Med Cell Longev,Alzheimer's disease (AD) is a progressive and neurodegenerative disorder of the cortex and hippocampus which eventually leads to cognitive impairment. Although the etiology of AD remains unclear the presence of β-amyloid (Aβ) peptides in these learning and memory regions is a hallmark of AD. Therefore the inhibition of Aβ peptide aggregation has been considered the primary therapeutic strategy for AD treatment. Many studies have shown that resveratrol has antioxidant anti-inflammatory and neuroprotective properties and can decrease the toxicity and aggregation of Aβ peptides in the hippocampus of AD patients promote neurogenesis and prevent hippocampal damage. In addition the antioxidant activity of resveratrol plays an important role in neuronal differentiation through the activation of silent information regulator-1 (SIRT1). SIRT1 plays a vital role in the growth and differentiation of neurons and prevents the apoptotic death of these neurons by deacetylating and repressing p53 activity; however the exact mechanisms remain unclear. Resveratrol also has anti-inflammatory effects as it suppresses M1 microglia activation which is involved in the initiation of neurodegeneration and promotes Th2 responses by increasing anti-inflammatory cytokines and SIRT1 expression. This review will focus on the antioxidant and anti-inflammatory neuroprotective effects of resveratrol specifically on its role in SIRT1 and the association with AD pathophysiology.,NA,"Neuroscience and Cell Biology Graduate Program Institute of Biological Sciences Federal University of Pará Belém Pará Brazil.
Faculty of Pharmacy Institute of Health Sciences Federal University of Pará Belém Pará Brazil.
Pharmaceutical Sciences Graduate Program Institute of Health Sciences Federal University of Pará Belém Pará Brazil.",2018,10.1155/2018/8152373,,,,pubmed-30510627,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,False,00374321-95a7-4a2a-a12c-af4c0f9e599b,Laurel Renton,Excluded,Excluded
f4d29f77-901a-44cf-9523-b01130b82968,TLR4 Targeting as a Promising Therapeutic Strategy for Alzheimer Disease Treatment,"Zhou Y.Chen Y.Xu C.Zhang H.Lin C ",Front Neurosci,Front Neurosci,Alzheimer disease (AD) is a devastating neurodegenerative disorder characterized by extracellular accumulation of amyloid-beta and formation of intracellular neurofibrillary tangles. Microglia activation and neuroinflammation play important roles in the pathogenesis of AD; Toll-like receptor 4 (TLR4)-a key component of the innate immune system-in microglia is also thought to be involved based on the observed association between TLR gene polymorphisms and AD risk. TLR4 has been shown to exert both detrimental and beneficial effects on AD-related pathologies. In preclinical models experimental manipulations targeting TLR4 were shown to improve learning and memory which was related to inhibition of pro-inflammatory cytokine release and reduction of oxidative stress. In this review we summarize the key evidence supporting TLR4 as a promising therapeutic target in AD treatment.,NA,"Department of Neurology Affiliated Hangzhou First People's Hospital Zhejiang University School of Medicine Hangzhou China.
Department of Neurology The Second Affiliated Hospital Zhejiang University School of Medicine Hangzhou China.
The First Affiliated Hospital Zhejiang University School of Medicine Hangzhou China.",2020,10.3389/fnins.2020.602508,,,,pubmed-33390886,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,False,00374321-95a7-4a2a-a12c-af4c0f9e599b,Laurel Renton,Excluded,Excluded
3b7f0a26-7721-411c-9b7a-0d5cc33844ae,Alzheimer mouse brain tissue measured by time resolved fluorescence spectroscopy using single- and multi-photon excitation of label free native molecules,"Das B.Shi L.Budansky Y.Rodriguez-Contreras A.Alfano R ",NA,J Biophotonics,Time resolved spectroscopic measurements with single-photon and multi-photon excitation of native molecules were performed ex vivo on brain tissues from an Alzheimer's disease (AD) and a wild type (WT) mouse model using a streak camera. The fluorescence decay times of native NADH and FAD show a longer relaxation time in AD than in WT tissue suggesting less non-radiative processes in AD. The longer emission time of AD may be attributed to the coupling of the key native building block molecules to the amyloid-tau and/or to the caging of the native fluorophores by the deposition of amyloid-beta or tau plaques and neurofibrillary tangles that affect the local non-radiative interactions.,NA,NA,2018,10.1002/jbio.201600318,,,,pubmed-28464457,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,False,00374321-95a7-4a2a-a12c-af4c0f9e599b,Laurel Renton,Excluded,Excluded
eb12d139-b549-4a90-b569-f9c11c8f858b,Tanshinone IIA regulates glycogen synthase kinase-3β-related signaling pathway and ameliorates memory impairment in APP/PS1 transgenic mice.,X Peng;L Chen;Z Wang;Y He;JB Ruganzu;H Guo;X Zhang;S Ji;L Zheng;W Yang,Eur J Pharmacol,NA,"Our previous findings indicated that tanshinone IIA (tan IIA), a natural component extracted from the root and rhizome of danshen, significantly attenuated β-amyloid accumulation, neuroinflammation, and endoplasmic reticulum stress, as well as improved learning and memory deficits in APP/PS1 transgenic mouse model of Alzheimer's disease (AD). However, whether tan IIA can ameliorate tau pathology and the underlying mechanism in APP/PS1 mice remains unclear. In the current study, tan IIA (15 mg/kg and 30 mg/kg) or saline was intraperitoneally administered to the 5-month-old APP/PS1 mice once daily for 4 weeks. The open-field test, novel object recognition test, Y-maze test, and Morris water maze test were performed to assess the cognitive function. Nissl staining, immunohistochemistry, TUNEL, and western blotting were conducted to explore tau hyperphosphorylation, neuronal injury, and phosphatidylinositol 3-kinase/protein kinase B (PI3K/Akt)/glycogen synthase kinase-3β (GSK-3β) signaling pathway. The activity of GSK-3β, acetylcholinesterase (AChE), choline acetyltransferase (ChAT), superoxide dismutase (SOD), and glutathione peroxidase (GSH-Px), and the level of malondialdehyde (MDA) were measured using commercial kits. Our results revealed that tan IIA treatment significantly ameliorated behavioral deficits and improved spatial learning and memory ability of APP/PS1 mice. Additionally, tan IIA markedly attenuated tau hyperphosphorylation and prevented neuronal loss and apoptosis in the parietal cortex and hippocampus. Simultaneously, tan IIA reversed cholinergic dysfunction and reduced oxidative stress. Furthermore, tan IIA activated the PI3K/Akt signaling pathway and suppressed GSK-3β. Taken together, the above findings suggested that tan IIA improves cognitive decline and tau pathology may through modulation of PI3K/Akt/GSK-3β signaling pathway.",https://www.ncbi.nlm.nih.gov/pubmed/35090935,School of Basic Medical Sciences,2022,10.1016/j.ejphar.2022.174772,,,,pubmed-35090935,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,False,03cea30e-171a-4e15-b7c1-daf08ddf68d6,Ella Lambert,Excluded,Excluded
ac902809-a955-49e9-a4ae-a7d022ed6cd6,Cholinergic Homeostatic Synaptic Plasticity Drives the Progression of Aβ-Induced Changes in Neural Activity,"Hahm E. T.Nagaraja R. Y.Waro G.Tsunoda S ",Cell Rep,Cell Rep,Homeostatic synaptic plasticity (HSP) is the ability of neurons to exert compensatory changes in response to altered neural activity. How pathologically induced activity changes are intertwined with HSP mechanisms is unclear. We show that in cholinergic neurons from Drosophila beta-amyloid (Aβ) peptides Aβ40 and Aβ42 both induce an increase in spontaneous activity. In a transgenic line expressing Aβ42 we observe that this early increase in spontaneous activity is followed by a dramatic reduction in spontaneous events a progression that has been suggested to occur in cholinergic brain regions of mammalian models of Alzheimer's disease. We present evidence that the early enhancement in synaptic activity is mediated by the Drosophila α7 nicotinic acetylcholine receptor (nAChR) and that later Aβ42-induced inhibition of synaptic events is a consequence of Dα7-dependent HSP mechanisms induced by earlier hyperactivity. Thus while HSP may initially be an adaptive response it may also drive maladaptive changes and downstream pathologies.,NA,"Department of Biomedical Sciences Colorado State University 1617 Campus Delivery Fort Collins CO 80523 USA.
Department of Biomedical Sciences Colorado State University 1617 Campus Delivery Fort Collins CO 80523 USA. Electronic address: susan.tsunoda@colostate.edu.",2018,10.1016/j.celrep.2018.06.029,,,,pubmed-29996096,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,False,00374321-95a7-4a2a-a12c-af4c0f9e599b,Laurel Renton,Excluded,Excluded
ac902809-a955-49e9-a4ae-a7d022ed6cd6,Cholinergic Homeostatic Synaptic Plasticity Drives the Progression of Aβ-Induced Changes in Neural Activity,"Hahm E. T.Nagaraja R. Y.Waro G.Tsunoda S ",Cell Rep,Cell Rep,Homeostatic synaptic plasticity (HSP) is the ability of neurons to exert compensatory changes in response to altered neural activity. How pathologically induced activity changes are intertwined with HSP mechanisms is unclear. We show that in cholinergic neurons from Drosophila beta-amyloid (Aβ) peptides Aβ40 and Aβ42 both induce an increase in spontaneous activity. In a transgenic line expressing Aβ42 we observe that this early increase in spontaneous activity is followed by a dramatic reduction in spontaneous events a progression that has been suggested to occur in cholinergic brain regions of mammalian models of Alzheimer's disease. We present evidence that the early enhancement in synaptic activity is mediated by the Drosophila α7 nicotinic acetylcholine receptor (nAChR) and that later Aβ42-induced inhibition of synaptic events is a consequence of Dα7-dependent HSP mechanisms induced by earlier hyperactivity. Thus while HSP may initially be an adaptive response it may also drive maladaptive changes and downstream pathologies.,NA,"Department of Biomedical Sciences Colorado State University 1617 Campus Delivery Fort Collins CO 80523 USA.
Department of Biomedical Sciences Colorado State University 1617 Campus Delivery Fort Collins CO 80523 USA. Electronic address: susan.tsunoda@colostate.edu.",2018,10.1016/j.celrep.2018.06.029,,,,pubmed-29996096,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,False,03cea30e-171a-4e15-b7c1-daf08ddf68d6,Ella Lambert,Excluded,Excluded
15a9c274-f4e4-4fad-ba82-e5b49eb50af7,Dendritic Spines in Alzheimer's Disease: How the Actin Cytoskeleton Contributes to Synaptic Failure,"Pelucchi S.Stringhi R.Marcello E ",Int J Mol Sci,Int J Mol Sci,Alzheimer's disease (AD) is a neurodegenerative disorder characterized by Aβ-driven synaptic dysfunction in the early phases of pathogenesis. In the synaptic context the actin cytoskeleton is a crucial element to maintain the dendritic spine architecture and to orchestrate the spine's morphology remodeling driven by synaptic activity. Indeed spine shape and synaptic strength are strictly correlated and precisely governed during plasticity phenomena in order to convert short-term alterations of synaptic strength into long-lasting changes that are embedded in stable structural modification. These functional and structural modifications are considered the biological basis of learning and memory processes. In this review we discussed the existing evidence regarding the role of the spine actin cytoskeleton in AD synaptic failure. We revised the physiological function of the actin cytoskeleton in the spine shaping and the contribution of actin dynamics in the endocytosis mechanism. The internalization process is implicated in different aspects of AD since it controls both glutamate receptor membrane levels and amyloid generation. The detailed understanding of the mechanisms controlling the actin cytoskeleton in a unique biological context as the dendritic spine could pave the way to the development of innovative synapse-tailored therapeutic interventions and to the identification of novel biomarkers to monitor synaptic loss in AD.,NA,Department of Pharmacological and Biomolecular Sciences Università degli Studi di Milano 20133 Milan Italy.,2020,10.3390/ijms21030908,,,,pubmed-32019166,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,False,03cea30e-171a-4e15-b7c1-daf08ddf68d6,Ella Lambert,Excluded,Excluded
76c7bfc6-d253-4640-81c6-1afecffe12d6,Isoflurane mediated neuropathological and cognitive impairments in the triple transgenic Alzheimer's mouse model are associated with hippocampal synaptic deficits in an age-dependent manner,"Joseph D. J.Liu C.Peng J.Liang G.Wei H ",PLoS One,PLoS One,Many in vivo studies suggest that inhalational anesthetics can accelerate or prevent the progression of neuropathology and cognitive impairments in Alzheimer Disease (AD) but the synaptic mechanisms mediating these ambiguous effects are unclear. Here we show that repeated exposures of neonatal and old triple transgenic AD (3xTg) and non-transgenic (NonTg) mice to isoflurane (Iso) distinctly increased neurodegeneration as measured by S100β levels intracellular Aβ Tau oligomerization and apoptotic markers. Spatial cognition measured by reference and working memory testing in the Morris Water Maze (MWM) were altered in young NonTg and 3xTg. Field recordings in the cornu ammonis 1 (CA1) hippocampus showed that neonatal control 3xTg mice exhibited hypo-excitable synaptic transmission reduced paired-pulse facilitation (PPF) and normal long-term potentiation (LTP) compared to NonTg controls. By contrast the old control 3xTg mice exhibited hyper-excitable synaptic transmission enhanced PPF and unstable LTP compared to NonTg controls. Repeated Iso exposures reduced synaptic transmission and PPF in neonatal NonTg and old 3xTg mice. LTP was normalized in old 3xTg mice but reduced in neonates. By contrast LTP was reduced in old but not neonatal NonTg mice. Our results indicate that Iso-mediated neuropathologic and cognitive defects in AD mice are associated with synaptic pathologies in an age-dependent manner. Based on these findings the extent of this association with age and possibly treatment paradigms warrant further study.,NA,"Department of Anesthesiology and Critical Care Perelman School of Medicine University of Pennsylvania Philadelphia PA United States of America.
Department of Anesthesiology China-Japan Friendship Hospital Beijing China.
Department of Anesthesiology sun Yat-sen Memorial Hospital Sun Yat-Sen University Guangzhou China.",2019,10.1371/journal.pone.0223509,,,,pubmed-31600350,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,False,00374321-95a7-4a2a-a12c-af4c0f9e599b,Laurel Renton,Included,Included
39a8e870-058a-4eab-8b4b-4cb5b81f9549,Excavatolide-B Enhances Contextual Memory Retrieval via Repressing the Delayed Rectifier Potassium Current in the Hippocampus,"Huang I. Y.Hsu Y. L.Chen C. C.Chen M. F.Wen Z. H.Huang H. T.Liu I. Y ",Mar Drugs,Mar Drugs,Memory retrieval dysfunction is a symptom of schizophrenia autism spectrum disorder (ASD) and absence epilepsy (AE) as well as an early sign of Alzheimer's disease. To date few drugs have been reported to enhance memory retrieval. Here we found that a coral-derived natural product excavatolide-B (Exc-B) enhances contextual memory retrieval in both wild-type and Ca(v)3.2(-/-) mice via repressing the delayed rectifier potassium current thus lowering the threshold for action potential initiation and enhancing induction of long-term potentiation (LTP). The human CACNA1H gene encodes a T-type calcium channel (Ca(v)3.2) and its mutation is associated with schizophrenia ASD and AE which are all characterized by abnormal memory function. Our previous publication demonstrated that Ca(v)3.2(-/-) mice exhibit impaired contextual-associated memory retrieval whilst their retrieval of spatial memory and auditory cued memory remain intact. The effect of Exc-B on enhancing the retrieval of context-associated memory provides a hope for novel drug development.,NA,"Department of Molecular Biology and Human Genetics Tzu Chi University Hualien 970 Taiwan. yuchunirene@gate.sinica.edu.tw.
Department of Molecular Biology and Human Genetics Tzu Chi University Hualien 970 Taiwan. to745812@gmail.com.
Institute of Biomedical Sciences Academia Sinica 128 Academia road Section 2 Nangang Taipei 115 Taiwan. ccchen@ibms.sinica.edu.tw.
Cardiovascular and Metabolomics Research Center Department of Medical Research Buddhist Tzu Chi General Hospital Hualien 970 Taiwan. mfchen@mail.tcu.edu.tw.
Department of Marine Biotechnology and Resources National Sun Yat-sen University Kaohsiung 804 Taiwan. wzh@mail.nsysu.edu.tw.
Department of Molecular Biology and Human Genetics Tzu Chi University Hualien 970 Taiwan. hsia94@gms.tcu.edu.tw.
Institute of Medical Sciences Tzu Chi University Hualien 970 Taiwan. hsia94@gms.tcu.edu.tw.
Department of Molecular Biology and Human Genetics Tzu Chi University Hualien 970 Taiwan. ycliu@gms.tcu.edu.tw.
Institute of Medical Sciences Tzu Chi University Hualien 970 Taiwan. ycliu@gms.tcu.edu.tw.",2018,10.3390/md16110405,,,,pubmed-30366389,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,False,03cea30e-171a-4e15-b7c1-daf08ddf68d6,Ella Lambert,Included,Included
b6b930c4-8e96-4b07-b497-b36c6a12901f,Modulation of astrocyte reactivity improves functional deficits in mouse models of Alzheimer's disease,"Ceyzériat K.Ben Haim L.Denizot A.Pommier D.Matos M.Guillemaud O.Palomares M. A.Abjean L.Petit F.Gipchtein P.Gaillard M. C.Guillermier M.Bernier S.Gaudin M.Aurégan G.Joséphine C.Déchamps N.Veran J.Langlais V.Cambon K.Bemelmans A. P.Baijer J.Bonvento G.Dhenain M.Deleuze J. F.Oliet S. H. R.Brouillet E.Hantraye P.Carrillo-de Sauvage M. A.Olaso R.Panatier A.Escartin C ",Acta Neuropathol Commun,Acta Neuropathol Commun,Astrocyte reactivity and neuroinflammation are hallmarks of CNS pathological conditions such as Alzheimer's disease. However the specific role of reactive astrocytes is still debated. This controversy may stem from the fact that most strategies used to modulate astrocyte reactivity and explore its contribution to disease outcomes have only limited specificity. Moreover reactive astrocytes are now emerging as heterogeneous cells and all types of astrocyte reactivity may not be controlled efficiently by such strategies.Here we used cell type-specific approaches in vivo and identified the JAK2-STAT3 pathway as necessary and sufficient for the induction and maintenance of astrocyte reactivity. Modulation of this cascade by viral gene transfer in mouse astrocytes efficiently controlled several morphological and molecular features of reactivity. Inhibition of this pathway in mouse models of Alzheimer's disease improved three key pathological hallmarks by reducing amyloid deposition improving spatial learning and restoring synaptic deficits.In conclusion the JAK2-STAT3 cascade operates as a master regulator of astrocyte reactivity in vivo. Its inhibition offers new therapeutic opportunities for Alzheimer's disease.,NA,"Commissariat à l'Energie Atomique et aux Energies Alternatives Département de la Recherche Fondamentale Institut de Biologie François Jacob MIRCen 92260 Fontenay-aux-Roses France.
Centre National de la Recherche Scientifique Université Paris-Sud UMR 9199 Neurodegenerative Diseases Laboratory 92260 Fontenay-aux-Roses France.
Present address: F.M. Kirby Neurobiology Center Boston Children's Hospital and Department of Neurology Harvard Medical School Boston USA.
Neurocentre Magendie INSERM U1215 33077 Bordeaux France.
Université de Bordeaux 33077 Bordeaux France.
Commissariat à l'Energie Atomique et aux Energies Alternatives Département de la Recherche Fondamentale Institut de Biologie François Jacob Centre National de Recherche en Génomique Humaine (CNRGH) F-91057 Evry France.
Commissariat à l'Energie Atomique et aux Energies Alternatives Département de la Recherche Fondamentale Institut de Biologie François Jacob Institut de Radiobiologie Cellulaire et Moléculaire UMR 967 92260 Fontenay-aux-Roses France.
CEA-INSERM Université Paris-Diderot et Université Paris-Sud Paris France.
Commissariat à l'Energie Atomique et aux Energies Alternatives Département de la Recherche Fondamentale Institut de Biologie François Jacob MIRCen 92260 Fontenay-aux-Roses France. carole.escartin@cea.fr.
Centre National de la Recherche Scientifique Université Paris-Sud UMR 9199 Neurodegenerative Diseases Laboratory 92260 Fontenay-aux-Roses France. carole.escartin@cea.fr.",2018,10.1186/s40478-018-0606-1,,,,pubmed-30322407,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,False,03cea30e-171a-4e15-b7c1-daf08ddf68d6,Ella Lambert,Included,Included
05bfebd8-1d0f-4045-a0b3-aff5c5f9ce74,C/EBPβ regulates delta-secretase expression and mediates pathogenesis in mouse models of Alzheimer's disease,"Wang Z. H.Gong K.Liu X.Zhang Z.Sun X.Wei Z. Z.Yu S. P.Manfredsson F. P.Sandoval I. M.Johnson P. F.Jia J.Wang J. Z.Ye K ",Nat Commun,Nat Commun,Delta-secretase cleaves both APP and Tau to mediate the formation of amyloid plaques and neurofibrillary tangle in Alzheimer's disease (AD). However how aging contributes to an increase in delta-secretase expression and AD pathologies remains unclear. Here we show that a CCAAT-enhancer-binding protein (C/EBPβ) an inflammation-regulated transcription factor acts as a key age-dependent effector elevating both delta-secretase (AEP) and inflammatory cytokines expression in mediating pathogenesis in AD mouse models. We find that C/EBPβ regulates delta-secretase transcription and protein levels in an age-dependent manner. Overexpression of C/EBPβ in young 3xTg mice increases delta-secretase and accelerates the pathological features including cognitive dysfunctions which is abolished by inactive AEP C189S. Conversely depletion of C/EBPβ from old 3xTg or 5XFAD mice diminishes delta-secretase and reduces AD pathologies leading to amelioration of cognitive impairment in these AD mouse models. Thus our findings support that C/EBPβ plays a pivotal role in AD pathogenesis via increasing delta-secretase expression.,NA,"Department of Pathology and Laboratory Medicine Emory University School of Medicine Atlanta GA 30322 USA.
Department of Pathophysiology Key Laboratory of Ministry of Education of Neurological Diseases Tongji Medical College Huazhong University of Science and Technology 430030 Wuhan China.
Department of Anesthesiology Emory University School of Medicine Atlanta GA 30322 USA.
Department of Translational Science & Molecular Medicine Michigan State University 333 Bostwick Ave NE Grand Rapids MI 49503 USA.
Mouse Cancer Genetics Program Center for Cancer Research National Cancer Institute Frederick MD 21702 USA.
Department of Neurology Xuanwu Hospital of Capital Medical University 100053 Beijing China. jiajp@vip.126.com.
Department of Pathophysiology Key Laboratory of Ministry of Education of Neurological Diseases Tongji Medical College Huazhong University of Science and Technology 430030 Wuhan China. wangjz@mails.tjmu.edu.cn.
Department of Pathology and Laboratory Medicine Emory University School of Medicine Atlanta GA 30322 USA. kye@emory.edu.
Translational Center for Stem Cell Research Tongji Hospital Tongji University School of Medicine 200065 Shanghai China. kye@emory.edu.",2018,10.1038/s41467-018-04120-z,,,,pubmed-29725016,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,False,03cea30e-171a-4e15-b7c1-daf08ddf68d6,Ella Lambert,Included,Included
93e7eca6-033d-4dff-a666-d9cb59e8d18e,Maintained memory and long-term potentiation in a mouse model of Alzheimer's disease with both amyloid pathology and human tau,"Tulloch J.Netsyk O.Pickett E. K.Herrmann A. G.Jain P.Stevenson A. J.Oren I.Hardt O.Spires-Jones T. L ",Eur J Neurosci,Eur J Neurosci,One of the key knowledge gaps in the field of Alzheimer's disease research is the lack of understanding of how amyloid beta and tau cooperate to cause neurodegeneration. We recently generated a mouse model (APP/PS1 + Tau) that develops amyloid plaque pathology and expresses human tau in the absence of endogenous murine tau. These mice exhibit an age-related behavioural hyperactivity phenotype and transcriptional deficits which are ameliorated by tau transgene suppression. We hypothesized that these mice would also display memory and hippocampal synaptic plasticity deficits as has been reported for many plaque bearing mouse models which express endogenous mouse tau. We observed that our APP/PS1 + Tau model does not exhibit novel object memory or robust long-term potentiation deficits with age whereas the parent APP/PS1 line with mouse tau did develop the expected deficits. These data are important as they highlight potential functional differences between mouse and human tau and the need to use multiple models to fully understand Alzheimer's disease pathogenesis and develop effective therapeutic strategies.,NA,"Centre for Discovery Brain Sciences and UK Dementia Research Institute The University of Edinburgh Edinburgh UK.
Department of Psychology McGill University Montreal QC Canada.
The Simons Initiative for the Developing Brain and The Patrick Wild Centre The University of Edinburgh Edinburgh UK.",2021,10.1111/ejn.14918,,,,pubmed-33169893,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,False,03cea30e-171a-4e15-b7c1-daf08ddf68d6,Ella Lambert,Included,Included
